"symbiont","host"
"S4","H4"
"S9","H3"
"S9","H5"
"S9","H10"
"S9","H16"
"S10","H3"
"S10","H4"
"S10","H6"
"S10","H10"
"S10","H11"
"S12","H3"
"S12","H4"
"S12","H6"
"S12","H8"
"S12","H10"
"S12","H16"
"S14","H5"
"S14","H6"
"S14","H8"
"S14","H17"
"S17","H17"
"S18","H16"
"S20","H16"
"S21","H5"
"S21","H6"
"S21","H14"
"S21","H15"
"S22","H16"
"S23","H3"
"S23","H4"
"S23","H6"
"S23","H17"
"S24","H7"
"S24","H8"
"S24","H17"
"S25","H3"
"S25","H7"
"S25","H8"
"S25","H17"
"S26","H3"
"S26","H4"
"S26","H6"
"S26","H11"
"S26","H12"
"S26","H13"
"S26","H17"
"S27","H3"
"S27","H4"
"S27","H12"
"S27","H13"
"S28","H17"
"S29","H6"
"S29","H7"
"S29","H15"
"S29","H16"
"S31","H3"
"S31","H4"
"S31","H6"
"S31","H16"
"S32","H3"
"S32","H4"
"S33","H3"
"S33","H4"
"S34","H3"
"S34","H4"
"S34","H12"
"S34","H13"
"S35","H3"
"S36","H16"
"S37","H17"
"S38","H3"
"S38","H6"
"S38","H10"
"S38","H11"
"S39","H3"
"S39","H6"
"S39","H10"
"S39","H11"
"S40","H3"
"S40","H4"
"S40","H6"
"S40","H17"
"S41","H3"
"S41","H4"
"S41","H6"
"S41","H17"
