"symbiont","host"
"S10","H3"
"S10","H6"
"S14","H4"
"S14","H9"
"S15","H3"
"S16","H3"
"S17","H3"
"S19","H3"
"S20","H10"
"S20","H15"
"S22","H3"
"S22","H6"
"S24","H6"
"S25","H3"
"S25","H6"
"S26","H3"
"S26","H6"
"S26","H10"
"S26","H14"
"S26","H15"
"S27","H8"
"S28","H3"
"S29","H3"
"S30","H3"
"S31","H4"
"S31","H9"
"S32","H3"
"S32","H4"
"S32","H9"
"S34","H12"
"S35","H3"
"S35","H13"
"S36","H3"
"S36","H8"
"S37","H3"
"S37","H8"
"S38","H14"
"S38","H15"
"S39","H14"
"S40","H3"
"S41","H3"
"S41","H4"
"S42","H12"
"S43","H3"
"S44","H3"
"S44","H4"
"S45","H6"
"S46","H4"
"S47","H3"
"S47","H8"
"S48","H4"
"S49","H3"
"S50","H3"
