"symbiont","host"
"S14","H3"
"S18","H3"
"S18","H5"
"S18","H9"
"S19","H3"
"S20","H3"
"S20","H5"
"S20","H6"
"S20","H8"
"S21","H3"
"S21","H10"
"S21","H11"
"S22","H3"
"S22","H7"
"S24","H3"
"S24","H5"
"S24","H11"
"S24","H13"
"S25","H3"
"S25","H5"
"S25","H6"
"S26","H3"
"S26","H5"
"S26","H7"
"S26","H8"
"S26","H11"
"S27","H3"
"S27","H5"
"S27","H8"
"S27","H10"
"S27","H11"
"S27","H13"
"S28","H3"
"S28","H5"
"S28","H7"
"S28","H10"
"S28","H11"
"S29","H3"
"S29","H7"
"S29","H8"
"S29","H10"
"S29","H11"
"S30","H5"
"S30","H6"
"S31","H3"
"S31","H7"
"S31","H11"
"S32","H3"
"S32","H5"
"S32","H11"
"S32","H12"
"S32","H13"
"S33","H3"
"S34","H3"
"S34","H6"
"S34","H10"
"S34","H11"
"S35","H3"
"S35","H6"
"S35","H10"
"S36","H3"
"S36","H5"
"S36","H6"
"S36","H8"
"S36","H10"
"S37","H3"
"S38","H11"
"S39","H10"
"S39","H11"
"S40","H3"
"S40","H11"
"S41","H3"
"S41","H11"
"S42","H3"
"S42","H5"
"S42","H6"
"S42","H8"
"S42","H10"
"S42","H11"
"S43","H5"
