"symbiont","host"
"S2","H4"
"S2","H5"
"S2","H6"
"S2","H7"
"S3","H5"
"S3","H6"
"S3","H7"
"S5","H4"
"S5","H6"
"S5","H7"
"S5","H9"
"S6","H8"
"S7","H8"
"S8","H8"
"S9","H2"
"S9","H8"
"S10","H2"
"S12","H5"
"S13","H4"
"S13","H6"
"S13","H7"
"S13","H9"
"S14","H2"
"S15","H2"
"S15","H4"
"S15","H6"
"S15","H9"
"S16","H2"
"S17","H2"
"S18","H2"
"S18","H6"
"S18","H7"
"S19","H2"
"S19","H4"
"S19","H7"
"S19","H8"
"S20","H2"
"S20","H4"
"S20","H6"
"S20","H9"
"S21","H4"
"S21","H6"
"S21","H7"
"S21","H9"
"S22","H4"
"S22","H6"
"S22","H7"
"S22","H9"
"S23","H8"
"S24","H9"
