"symbiont","host"
"S3","H8"
"S4","H2"
"S4","H6"
"S5","H8"
"S6","H2"
"S8","H8"
"S8","H9"
"S10","H4"
"S10","H6"
"S11","H4"
"S11","H7"
"S12","H2"
"S13","H3"
"S13","H8"
"S14","H2"
"S15","H2"
"S16","H8"
"S16","H9"
"S17","H2"
"S18","H3"
"S18","H8"
"S18","H9"
"S19","H3"
"S19","H8"
"S19","H9"
"S20","H8"
"S21","H2"
"S23","H4"
"S23","H7"
"S23","H8"
"S23","H9"
"S25","H2"
"S25","H6"
"S26","H4"
"S26","H7"
"S27","H2"
"S27","H4"
"S27","H7"
"S27","H8"
"S27","H9"
"S28","H2"
"S28","H4"
"S28","H7"
"S28","H9"
"S29","H2"
"S29","H4"
"S29","H7"
"S29","H9"
"S30","H2"
"S30","H4"
"S30","H7"
"S31","H2"
"S31","H4"
"S31","H7"
