"symbiont","host"
"S4","H3"
"S4","H4"
"S4","H7"
"S4","H8"
"S4","H9"
"S4","H10"
"S6","H1"
"S6","H3"
"S6","H4"
"S6","H6"
"S6","H8"
"S6","H10"
"S9","H9"
"S9","H10"
"S11","H3"
"S11","H4"
"S12","H4"
"S12","H9"
"S12","H10"
"S13","H7"
"S13","H8"
"S13","H10"
"S14","H1"
"S14","H3"
"S14","H4"
"S14","H5"
"S14","H6"
"S14","H7"
"S14","H9"
"S15","H1"
"S15","H3"
"S15","H4"
"S15","H5"
"S15","H6"
"S15","H8"
"S15","H9"
"S15","H10"
"S16","H1"
"S18","H6"
"S19","H2"
"S19","H6"
"S20","H8"
"S20","H9"
"S20","H10"
"S21","H2"
"S21","H8"
"S21","H9"
"S21","H10"
"S22","H1"
"S22","H2"
"S22","H7"
"S22","H8"
"S22","H9"
"S23","H7"
"S23","H8"
"S23","H10"
"S24","H2"
"S25","H1"
"S25","H3"
"S25","H6"
"S25","H7"
"S25","H8"
"S26","H1"
"S26","H3"
"S26","H6"
"S26","H7"
"S26","H8"
"S27","H3"
"S27","H4"
"S27","H10"
"S28","H1"
"S29","H3"
"S30","H2"
"S31","H2"
