"symbiont","host"
"S9","H3"
"S13","H6"
"S13","H9"
"S13","H12"
"S13","H13"
"S15","H10"
"S16","H6"
"S17","H3"
"S17","H6"
"S19","H6"
"S21","H6"
"S23","H10"
"S24","H9"
"S25","H12"
"S25","H13"
"S27","H12"
"S27","H13"
"S28","H9"
"S28","H12"
"S28","H13"
"S29","H9"
"S30","H12"
"S30","H13"
"S31","H3"
"S31","H12"
"S31","H13"
"S32","H10"
"S32","H11"
"S34","H9"
"S35","H3"
"S36","H3"
"S36","H6"
"S37","H3"
"S37","H6"
"S38","H3"
"S39","H12"
"S39","H13"
"S40","H3"
"S40","H12"
"S40","H13"
"S41","H3"
"S42","H3"
"S43","H6"
"S43","H10"
"S43","H11"
"S44","H6"
"S44","H11"
"S45","H6"
"S46","H3"
"S46","H6"
"S47","H6"
"S47","H9"
"S47","H13"
"S48","H3"
"S49","H6"
"S49","H10"
"S49","H11"
"S51","H9"
"S51","H12"
