"symbiont","host"
"S7","H6"
"S10","H15"
"S14","H12"
"S15","H6"
"S15","H16"
"S16","H6"
"S16","H11"
"S16","H15"
"S17","H3"
"S17","H9"
"S18","H3"
"S19","H4"
"S19","H6"
"S19","H12"
"S19","H13"
"S20","H5"
"S20","H6"
"S20","H13"
"S22","H4"
"S23","H6"
"S23","H17"
"S24","H4"
"S25","H3"
"S25","H8"
"S25","H10"
"S26","H3"
"S26","H4"
"S26","H8"
"S26","H10"
"S27","H12"
"S27","H16"
"S29","H12"
"S29","H13"
"S30","H4"
"S30","H12"
"S30","H13"
"S31","H4"
"S31","H5"
"S31","H6"
"S31","H17"
"S32","H11"
"S32","H12"
"S32","H14"
"S32","H15"
"S32","H17"
"S33","H4"
"S33","H11"
"S33","H12"
"S33","H15"
"S33","H16"
"S34","H12"
"S34","H13"
"S35","H12"
"S35","H13"
"S36","H6"
"S36","H12"
"S36","H16"
"S37","H6"
"S37","H12"
"S37","H16"
"S38","H16"
"S39","H5"
"S39","H6"
"S39","H17"
