"symbiont","host"
"S5","H1"
"S5","H2"
"S6","H2"
"S6","H6"
"S7","H2"
"S7","H3"
"S7","H5"
"S7","H6"
"S8","H2"
"S8","H3"
"S8","H8"
"S8","H9"
"S9","H2"
"S9","H3"
"S11","H2"
"S11","H7"
"S12","H1"
"S12","H2"
"S12","H3"
"S12","H6"
"S12","H7"
"S13","H1"
"S13","H2"
"S13","H3"
"S13","H6"
"S13","H9"
"S14","H1"
"S14","H2"
"S14","H3"
"S14","H6"
"S14","H8"
"S14","H9"
"S15","H2"
"S15","H3"
"S15","H6"
"S16","H2"
"S16","H3"
"S16","H6"
"S17","H2"
"S17","H3"
"S19","H3"
"S20","H1"
"S21","H2"
"S21","H3"
"S21","H6"
"S22","H1"
