"symbiont","host"
"S1","H1"
"S5","H1"
"S5","H4"
"S5","H5"
"S6","H1"
"S7","H1"
"S7","H2"
"S7","H4"
"S7","H5"
"S8","H1"
"S8","H2"
"S8","H5"
"S8","H6"
"S10","H1"
"S10","H2"
"S10","H4"
"S10","H5"
"S10","H6"
"S11","H1"
"S11","H2"
"S11","H4"
"S11","H6"
"S12","H1"
"S12","H2"
"S12","H5"
"S12","H6"
"S13","H1"
"S14","H1"
"S14","H6"
"S16","H1"
"S16","H2"
"S16","H4"
"S16","H5"
"S16","H6"
"S17","H1"
"S17","H2"
"S17","H4"
"S17","H6"
"S18","H1"
"S19","H1"
"S19","H2"
"S19","H4"
"S19","H5"
"S19","H6"
"S20","H1"
"S20","H2"
"S20","H4"
"S20","H5"
"S21","H1"
"S22","H1"
"S22","H4"
"S22","H5"
"S22","H6"
"S23","H1"
"S23","H4"
"S23","H5"
"S23","H6"
"S24","H1"
"S24","H2"
"S24","H4"
"S24","H5"
"S25","H1"
"S25","H2"
"S25","H5"
"S25","H6"
"S26","H1"
"S27","H1"
"S27","H2"
"S27","H4"
"S27","H5"
"S28","H1"
"S28","H2"
"S28","H4"
"S28","H5"
"S29","H1"
"S30","H1"
