"symbiont","host"
"S6","H1"
"S6","H2"
"S6","H3"
"S6","H5"
"S6","H6"
"S8","H1"
"S8","H2"
"S9","H1"
"S9","H2"
"S10","H1"
"S10","H2"
"S10","H3"
"S11","H1"
"S11","H3"
"S11","H4"
"S11","H5"
"S11","H6"
"S12","H1"
"S12","H2"
"S12","H5"
"S12","H6"
"S13","H1"
"S13","H2"
"S13","H5"
"S14","H1"
"S14","H2"
"S14","H3"
"S15","H1"
"S15","H2"
"S15","H3"
"S15","H4"
"S15","H6"
"S16","H1"
"S16","H2"
"S16","H3"
"S16","H4"
"S16","H6"
"S17","H1"
"S17","H4"
"S17","H5"
"S17","H6"
"S18","H1"
"S18","H2"
"S18","H4"
"S18","H5"
"S18","H6"
