"symbiont","host"
"S2","H2"
"S2","H10"
"S2","H14"
"S3","H10"
"S3","H11"
"S3","H15"
"S5","H6"
"S5","H7"
"S10","H1"
"S11","H2"
"S11","H3"
"S11","H12"
"S11","H15"
"S12","H4"
"S12","H8"
"S13","H10"
"S13","H14"
"S13","H15"
"S14","H1"
"S14","H10"
"S14","H14"
"S15","H1"
"S15","H2"
"S15","H11"
"S16","H10"
"S16","H11"
"S17","H4"
"S17","H10"
"S17","H11"
"S18","H1"
"S18","H4"
"S18","H10"
"S18","H11"
"S19","H1"
"S19","H10"
"S19","H11"
"S20","H7"
"S20","H10"
"S20","H11"
"S21","H7"
"S21","H10"
"S21","H11"
"S21","H15"
"S22","H1"
"S23","H1"
"S24","H14"
"S24","H15"
"S25","H2"
"S25","H14"
"S25","H15"
"S26","H1"
"S26","H6"
"S26","H7"
"S27","H1"
"S28","H2"
"S28","H11"
"S29","H2"
"S29","H11"
