"symbiont","host"
"S3","H6"
"S5","H3"
"S5","H9"
"S5","H11"
"S7","H3"
"S8","H3"
"S9","H3"
"S10","H3"
"S11","H6"
"S12","H3"
"S14","H3"
"S14","H8"
"S14","H9"
"S14","H11"
"S20","H3"
"S20","H6"
"S21","H3"
"S21","H8"
"S22","H3"
"S22","H8"
"S23","H3"
"S23","H8"
"S23","H9"
"S24","H3"
"S25","H3"
"S27","H3"
"S27","H7"
"S27","H8"
"S27","H9"
"S27","H10"
"S28","H3"
"S28","H7"
"S28","H8"
"S28","H9"
"S28","H10"
"S28","H11"
"S29","H3"
"S29","H11"
"S30","H3"
"S30","H9"
"S30","H10"
"S30","H11"
"S31","H3"
"S31","H8"
"S31","H9"
"S31","H10"
"S31","H11"
"S32","H3"
"S33","H3"
"S33","H9"
"S33","H10"
"S33","H11"
"S34","H3"
"S34","H9"
"S34","H10"
"S34","H11"
"S35","H3"
"S36","H3"
"S37","H3"
"S38","H3"
