"symbiont","host"
"S1","H3"
"S1","H6"
"S1","H22"
"S2","H22"
"S7","H2"
"S7","H13"
"S12","H8"
"S12","H14"
"S12","H15"
"S13","H8"
"S13","H15"
"S13","H16"
"S14","H6"
"S15","H6"
"S15","H22"
"S16","H16"
"S16","H17"
"S16","H22"
"S17","H6"
"S18","H6"
"S18","H16"
"S19","H16"
"S20","H21"
"S22","H16"
"S22","H17"
"S23","H16"
"S23","H17"
"S24","H16"
"S25","H9"
"S25","H14"
"S25","H15"
"S25","H17"
"S26","H9"
"S26","H14"
"S27","H16"
"S27","H17"
"S28","H8"
"S29","H16"
"S30","H22"
"S31","H22"
"S32","H16"
"S33","H16"
"S33","H17"
"S34","H16"
"S34","H17"
"S35","H16"
"S37","H16"
"S37","H17"
"S38","H2"
"S38","H16"
"S38","H17"
"S39","H21"
"S40","H22"
