"symbiont","host"
"S4","H3"
"S4","H7"
"S4","H8"
"S4","H11"
"S6","H5"
"S6","H6"
"S7","H7"
"S7","H10"
"S7","H11"
"S10","H7"
"S10","H10"
"S10","H11"
"S11","H7"
"S13","H1"
"S13","H5"
"S13","H6"
"S15","H5"
"S15","H6"
"S16","H3"
"S17","H1"
"S17","H3"
"S17","H8"
"S18","H6"
"S19","H1"
"S19","H6"
"S20","H1"
"S20","H5"
"S20","H6"
"S21","H1"
"S21","H5"
"S21","H6"
"S22","H7"
"S22","H11"
"S23","H1"
"S23","H7"
"S23","H11"
"S24","H1"
"S24","H7"
"S24","H11"
"S26","H14"
"S27","H5"
"S28","H15"
"S29","H1"
"S29","H5"
"S30","H5"
"S31","H1"
"S32","H15"
"S33","H5"
"S33","H6"
"S34","H5"
"S34","H6"
"S35","H2"
"S35","H13"
"S35","H14"
"S36","H15"
"S37","H14"
"S38","H2"
"S38","H14"
"S39","H1"
"S40","H1"
"S40","H2"
"S41","H6"
"S42","H6"
