"symbiont","host"
"S2","H13"
"S4","H13"
"S6","H11"
"S7","H13"
"S7","H14"
"S8","H5"
"S8","H6"
"S9","H6"
"S9","H13"
"S9","H14"
"S10","H14"
"S12","H13"
"S13","H2"
"S13","H9"
"S14","H10"
"S15","H14"
"S16","H13"
"S16","H14"
"S19","H13"
"S20","H13"
"S20","H14"
"S21","H2"
"S21","H11"
"S21","H12"
"S22","H2"
"S22","H12"
"S23","H6"
"S28","H5"
"S28","H6"
"S28","H13"
"S28","H14"
"S29","H5"
"S29","H6"
"S29","H14"
"S30","H6"
"S30","H14"
"S31","H13"
"S31","H14"
"S32","H5"
"S32","H6"
"S33","H5"
"S33","H6"
"S34","H2"
"S34","H12"
"S34","H14"
"S35","H2"
"S35","H12"
"S35","H14"
"S36","H2"
"S36","H12"
"S38","H6"
"S39","H6"
"S40","H6"
"S41","H6"
