"symbiont","host"
"S4","H2"
"S4","H5"
"S5","H5"
"S5","H7"
"S5","H8"
"S5","H9"
"S5","H10"
"S5","H11"
"S5","H15"
"S7","H2"
"S9","H7"
"S9","H9"
"S9","H10"
"S9","H11"
"S9","H18"
"S9","H19"
"S9","H20"
"S11","H7"
"S11","H8"
"S12","H5"
"S12","H8"
"S12","H10"
"S12","H19"
"S12","H20"
"S14","H18"
"S14","H19"
"S17","H2"
"S17","H7"
"S18","H19"
"S18","H20"
"S19","H18"
"S21","H9"
"S21","H10"
"S21","H11"
"S21","H18"
"S21","H19"
"S22","H7"
"S22","H14"
"S24","H2"
"S24","H7"
"S24","H8"
"S24","H15"
"S24","H16"
"S26","H2"
"S26","H7"
"S26","H8"
"S26","H15"
"S26","H16"
"S28","H19"
"S28","H20"
"S30","H2"
"S30","H5"
"S30","H7"
"S30","H19"
"S30","H20"
"S31","H2"
"S32","H2"
"S32","H18"
"S33","H2"
"S33","H18"
"S34","H2"
"S34","H18"
"S35","H2"
"S36","H2"
"S38","H2"
"S38","H5"
"S38","H7"
"S38","H8"
"S38","H13"
"S38","H14"
"S39","H18"
"S39","H19"
"S39","H20"
"S41","H5"
"S42","H2"
"S42","H5"
"S42","H7"
"S43","H5"
"S44","H2"
"S44","H7"
"S45","H2"
"S45","H5"
"S45","H7"
"S46","H2"
"S47","H2"
"S47","H5"
