"symbiont","host"
"S8","H2"
"S11","H1"
"S13","H6"
"S14","H1"
"S15","H1"
"S16","H1"
"S17","H1"
"S19","H1"
"S19","H3"
"S19","H20"
"S19","H21"
"S20","H1"
"S20","H3"
"S20","H10"
"S20","H20"
"S20","H21"
"S21","H1"
"S21","H3"
"S21","H17"
"S21","H23"
"S22","H11"
"S24","H1"
"S24","H3"
"S24","H20"
"S25","H1"
"S25","H3"
"S25","H20"
"S25","H21"
"S26","H1"
"S26","H3"
"S26","H11"
"S26","H21"
"S27","H11"
"S28","H1"
"S28","H5"
"S28","H6"
"S28","H17"
"S29","H10"
"S30","H6"
"S31","H10"
"S31","H20"
"S31","H21"
"S32","H10"
"S33","H1"
"S33","H5"
"S33","H6"
"S33","H11"
"S34","H1"
"S34","H5"
"S34","H6"
"S34","H10"
"S35","H10"
"S36","H1"
"S36","H6"
"S36","H11"
"S37","H1"
"S37","H3"
"S37","H5"
"S37","H6"
"S37","H20"
"S37","H21"
"S38","H1"
"S38","H2"
"S38","H3"
"S38","H5"
"S38","H6"
"S38","H21"
"S39","H21"
"S40","H2"
"S40","H20"
"S40","H21"
"S41","H1"
"S41","H6"
"S41","H10"
"S42","H1"
"S42","H6"
"S42","H10"
"S43","H1"
"S43","H3"
"S43","H11"
"S43","H20"
"S43","H21"
"S44","H1"
"S44","H3"
"S44","H11"
"S44","H21"
"S45","H1"
"S45","H2"
"S45","H3"
"S45","H11"
"S45","H21"
"S46","H1"
"S46","H17"
"S47","H6"
"S47","H19"
"S48","H2"
"S49","H1"
"S49","H3"
"S49","H11"
"S49","H21"
"S50","H2"
"S51","H1"
"S51","H2"
"S51","H17"
"S52","H1"
"S52","H2"
"S52","H17"
"S53","H1"
"S53","H2"
"S54","H6"
"S55","H2"
"S56","H1"
"S57","H1"
