parasite_leaf:,host_leaf
P126,H58
P127,H58
P115,H59
P107,H14
P99,H52
P174,H74
P175,H75
P171,H72
P176,H74
P177,H75
P173,H72
P166,H70
P167,H71
P180,H78
P181,H79
P59,H6
P59,H9
P102,H9
P103,H9
P85,H9
P124,H61
P125,H61
P122,H60
P132,H62
P133,H63
P31,H14
P138,H64
P139,H65
P140,H64
P141,H65
P142,H64
P143,H64
P137,H65
P83,H19
P83,H22
P82,H22
P48,H28
P49,H29
P7,H3
P7,H4
P13,H5
P13,H7
P15,H5
P15,H6
P63,H26
P63,H37
P116,H58
P117,H59
P118,H58
P119,H59
P101,H52
P168,H70
P169,H71
P182,H78
P183,H79
P21,H9
P16,H3
P16,H4
P108,H56
P109,H57
P160,H42
P161,H42
P164,H50
P165,H50
P93,H51
P87,H46
P43,H25
P178,H76
P179,H77
P55,H33
P130,H49
P131,H49
P110,H49
P88,H48
P146,H30
P146,H66
P147,H67
P148,H66
P149,H67
P37,H20
P128,H41
P129,H41
P68,H40
P156,H68
P157,H69
P158,H68
P159,H69
P154,H68
P155,H69
P39,H12
P39,H20
P90,H31
P90,H48
P91,H49
P145,H30
P145,H67
P144,H66
P70,H40
P71,H41
P150,H68
P151,H69
P152,H68
P153,H69
