parasite_leaf:,host_leaf
P6,H2
P6,H4
P15,H4
P15,H8
P22,H8
P22,H13
P88,H13
P89,H13
P18,H12
P35,H16
P35,H18
P72,H40
P73,H41
P46,H20
P46,H24
P47,H20
P47,H25
P41,H17
P41,H21
P25,H14
P63,H16
P63,H19
P82,H41
P83,H41
P76,H40
P37,H16
P37,H18
P74,H19
P74,H40
P80,H41
P81,H41
P86,H44
P87,H45
P96,H30
P97,H30
P92,H30
P85,H30
P60,H30
P57,H31
P68,H36
P69,H37
P64,H33
P65,H33
P58,H32
P27,H11
P27,H14
P78,H42
P79,H43
P66,H34
P67,H35
P94,H26
P95,H26
P55,H23
P55,H29
P90,H46
P91,H47
P53,H28
P11,H6
P8,H1
P8,H3
P70,H38
P71,H39
