parasite_leaf:,host_leaf
P94,H52
P95,H52
P61,H53
P96,H21
P96,H25
P97,H25
P88,H41
P89,H41
P44,H40
P78,H60
P79,H61
P90,H54
P91,H54
P58,H50
P59,H51
P29,H28
P15,H14
P37,H3
P37,H4
P36,H4
P74,H30
P75,H32
P98,H68
P99,H69
P83,H62
P116,H37
P117,H37
P38,H36
P64,H32
P65,H32
P114,H66
P115,H66
P93,H67
P48,H27
P48,H44
P49,H45
P51,H27
P51,H45
P50,H44
P27,H26
P77,H42
P77,H48
P112,H76
P113,H77
P111,H75
P87,H64
P80,H48
P104,H48
P105,H48
P68,H49
P69,H49
P100,H43
P100,H70
P101,H71
P102,H70
P103,H71
P19,H18
P84,H59
P84,H65
P85,H59
P85,H64
P73,H58
P108,H73
P109,H73
P106,H72
P53,H46
P35,H34
