parasite_leaf:,host_leaf
P102,H25
P103,H25
P33,H25
P92,H70
P93,H71
P63,H50
P90,H68
P91,H69
P110,H80
P111,H81
P101,H74
P78,H45
P78,H54
P79,H54
P86,H66
P87,H67
P104,H76
P105,H77
P53,H44
P130,H39
P131,H39
P34,H5
P34,H7
P89,H47
P89,H60
P88,H60
P128,H61
P129,H61
P126,H61
P116,H61
P59,H46
P49,H42
P41,H22
P41,H32
P84,H64
P85,H65
P37,H33
P118,H84
P119,H85
P75,H56
P114,H82
P115,H83
P109,H78
P134,H90
P135,H91
P27,H26
P122,H86
P123,H87
P124,H86
P125,H87
P120,H86
P121,H87
P61,H48
P43,H37
P50,H19
P50,H29
P51,H29
P112,H28
P113,H28
P64,H28
P19,H18
P57,H17
P57,H41
P56,H41
P46,H40
P99,H12
P99,H30
P98,H30
P55,H30
P132,H88
P133,H89
P94,H72
P95,H73
P96,H72
P97,H73
