parasite_leaf:,host_leaf
P136,H48
P137,H48
P115,H48
P106,H48
P132,H70
P133,H71
P127,H66
P110,H32
P111,H32
P104,H32
P41,H26
P46,H26
P47,H26
P57,H27
P57,H32
P56,H27
P56,H33
P52,H27
P52,H33
P53,H27
P53,H32
P60,H12
P60,H26
P61,H26
P142,H74
P143,H75
P103,H61
P124,H39
P125,H39
P66,H38
P98,H58
P99,H59
P140,H64
P141,H64
P117,H53
P117,H65
P100,H58
P101,H59
P118,H64
P119,H65
P120,H64
P121,H65
P78,H46
P79,H47
P69,H41
P27,H21
P32,H17
P32,H25
P48,H30
P49,H31
P29,H16
P29,H21
P28,H16
P28,H20
P134,H51
P135,H51
P88,H51
P128,H68
P129,H69
P130,H68
P131,H69
P146,H72
P147,H72
P139,H73
P92,H44
P93,H44
P144,H76
P145,H77
P51,H24
P51,H31
P50,H30
P58,H34
P59,H35
P90,H54
P91,H55
P112,H62
P113,H63
P71,H43
P94,H56
P95,H57
P96,H56
P97,H57
P65,H2
P65,H19
P64,H19
