parasite_leaf:,host_leaf
P92,H38
P92,H51
P93,H50
P178,H39
P178,H82
P179,H83
P216,H92
P217,H93
P197,H86
P147,H72
P222,H92
P223,H93
P203,H73
P203,H86
P224,H92
P225,H93
P205,H86
P149,H72
P215,H87
P215,H93
P214,H92
P195,H86
P145,H31
P145,H72
P62,H30
P62,H38
P88,H30
P88,H39
P240,H96
P241,H97
P242,H96
P243,H97
P183,H83
P91,H30
P91,H39
P153,H30
P153,H39
P238,H96
P239,H97
P187,H83
P236,H96
P237,H97
P185,H83
P116,H51
P116,H62
P117,H51
P117,H63
P97,H50
P175,H31
P175,H73
P220,H92
P221,H93
P201,H86
P218,H92
P219,H93
P199,H86
P143,H72
P82,H35
P82,H49
P83,H48
P51,H34
P53,H17
P53,H34
P226,H94
P227,H95
P228,H94
P229,H95
P192,H48
P193,H48
P128,H66
P129,H67
P208,H67
P209,H67
P130,H66
P99,H53
P73,H47
P106,H56
P107,H57
P134,H68
P135,H69
P137,H21
P137,H69
P136,H68
P246,H63
P247,H63
P114,H62
P95,H50
P234,H96
P235,H97
P181,H83
P48,H19
P120,H64
P121,H65
P212,H90
P213,H91
P168,H80
P169,H81
P170,H80
P171,H81
P167,H23
P167,H81
P166,H80
P190,H77
P190,H84
P191,H85
P163,H76
P154,H22
P188,H84
P189,H85
P161,H76
P102,H29
P102,H36
P103,H36
P55,H37
P86,H45
P87,H45
P206,H88
P207,H89
P139,H70
P101,H55
P31,H25
P111,H40
P111,H42
P110,H42
P75,H40
P75,H42
P230,H75
P231,H75
P156,H74
P158,H74
P159,H75
P109,H59
P76,H26
P76,H41
P164,H78
P165,H79
P80,H10
P80,H27
P210,H27
P211,H27
P35,H6
P244,H6
P245,H6
P105,H36
P29,H6
P12,H6
