parasite_leaf:,host_leaf
P79,H19
P79,H45
P136,H74
P137,H75
P172,H55
P173,H55
P98,H58
P99,H59
P74,H25
P74,H28
P75,H28
P184,H92
P185,H93
P161,H85
P149,H81
P72,H40
P73,H41
P90,H52
P91,H53
P21,H11
P21,H13
P38,H10
P39,H10
P11,H4
P11,H7
P52,H5
P52,H20
P140,H76
P141,H77
P176,H88
P177,H89
P133,H72
P175,H46
P174,H72
P178,H88
P179,H89
P103,H60
P142,H78
P143,H79
P66,H21
P66,H34
P144,H78
P145,H79
P168,H86
P169,H87
P157,H83
P121,H68
P171,H82
P171,H87
P170,H86
P159,H83
P123,H68
P166,H86
P167,H87
P155,H83
P119,H68
P164,H86
P165,H87
P153,H83
P117,H68
P95,H44
P95,H55
P138,H74
P139,H75
P112,H66
P113,H67
P107,H65
P109,H18
P109,H58
P108,H58
P101,H59
P124,H28
P125,H28
P151,H29
P151,H81
P186,H92
P187,H93
P163,H85
P49,H14
P49,H24
P26,H6
P26,H10
P27,H10
P146,H46
P147,H46
P126,H46
P110,H46
P85,H47
P104,H62
P105,H63
P87,H48
P180,H90
P181,H91
P182,H90
P183,H91
P97,H56
P63,H33
P88,H50
P89,H51
P43,H23
P9,H3
P9,H5
P50,H26
P51,H27
P130,H70
P131,H71
P15,H9
