parasite_leaf:,host_leaf
P56,H42
P57,H43
P53,H39
P15,H12
P32,H16
P32,H26
P33,H16
P33,H27
P42,H16
P42,H27
P43,H27
P78,H26
P79,H26
P62,H45
P63,H45
P104,H58
P105,H58
P85,H59
P124,H78
P125,H79
P51,H37
P39,H28
P135,H21
P135,H71
P134,H71
P106,H70
P36,H18
P36,H22
P82,H56
P83,H57
P132,H79
P133,H79
P126,H78
P108,H68
P138,H84
P139,H85
P137,H82
P65,H47
P29,H18
P29,H22
P96,H64
P97,H65
P89,H60
P41,H30
P130,H80
P131,H81
P11,H2
P11,H5
P44,H32
P45,H33
P128,H76
P129,H76
P121,H77
P122,H76
P123,H77
P68,H50
P69,H51
P140,H74
P141,H74
P117,H75
P99,H67
P118,H74
P119,H75
P101,H67
P142,H86
P143,H87
P112,H72
P113,H73
P93,H62
P73,H53
P114,H72
P115,H73
P95,H62
P75,H53
P110,H72
P111,H73
P91,H62
P71,H53
P7,H7
