parasite_leaf:,host_leaf
P5,H1
P5,H3
P8,H1
P8,H3
P9,H3
P27,H8
P27,H21
P55,H8
P55,H20
P54,H20
P68,H21
P69,H21
P36,H21
P28,H20
P74,H41
P74,H43
P75,H43
P66,H42
P65,H40
P88,H50
P89,H51
P53,H30
P21,H17
P62,H38
P63,H39
P59,H34
P60,H36
P61,H37
P80,H25
P81,H25
P50,H19
P51,H19
P72,H44
P73,H45
P90,H49
P91,H49
P86,H49
P82,H48
P78,H46
P79,H47
P47,H29
P42,H22
P42,H26
P84,H48
P85,H49
P48,H23
P48,H28
P49,H29
P77,H11
P77,H12
P76,H12
P71,H12
P45,H12
P15,H10
