parasite_leaf:,host_leaf
P40,H11
P40,H14
P41,H15
P23,H7
P23,H10
P62,H6
P62,H20
P63,H21
P65,H6
P65,H21
P64,H20
P66,H5
P66,H8
P67,H8
P19,H9
P43,H11
P43,H15
P42,H14
P45,H11
P45,H15
P88,H14
P89,H14
P25,H7
P25,H10
P36,H4
P36,H6
P60,H6
P60,H20
P72,H21
P73,H21
P48,H14
P49,H15
P50,H11
P50,H14
P51,H15
P46,H11
P46,H14
P47,H15
P74,H24
P75,H25
P69,H22
P76,H24
P77,H25
P71,H22
P58,H20
P59,H21
P20,H8
P21,H9
P96,H38
P97,H39
P93,H37
P57,H19
P94,H32
P94,H34
P95,H34
P87,H35
P85,H33
P81,H29
P90,H30
P91,H30
P83,H31
P31,H12
