"symbiont","host"
"S10","H9"
"S10","H21"
"S13","H15"
"S15","H18"
"S15","H28"
"S15","H32"
"S15","H33"
"S16","H15"
"S17","H29"
"S17","H36"
"S17","H37"
"S18","H18"
"S18","H19"
"S18","H29"
"S21","H21"
"S22","H21"
"S23","H24"
"S24","H21"
"S25","H21"
"S26","H18"
"S26","H26"
"S27","H27"
"S27","H33"
"S28","H28"
"S29","H18"
"S29","H19"
"S29","H29"
"S29","H36"
"S30","H9"
"S30","H18"
"S30","H19"
"S30","H29"
"S30","H36"
"S31","H7"
"S31","H23"
"S32","H7"
"S32","H23"
"S33","H30"
"S34","H31"
"S35","H19"
"S35","H27"
"S36","H19"
"S36","H27"
