"symbiont","host"
"S71","H185"
"S72","H172"
"S72","H274"
"S72","H275"
"S81","H63"
"S86","H139"
"S89","H275"
"S94","H71"
"S95","H139"
"S100","H269"
"S100","H280"
"S119","H136"
"S120","H136"
"S127","H313"
"S129","H107"
"S131","H107"
"S136","H222"
"S137","H124"
"S140","H126"
"S142","H127"
"S149","H139"
"S150","H152"
"S154","H272"
"S157","H137"
"S158","H137"
"S160","H104"
"S161","H104"
"S163","H177"
"S163","H223"
"S163","H236"
"S163","H245"
"S164","H169"
"S171","H152"
"S173","H155"
"S178","H300"
"S179","H232"
"S181","H294"
"S181","H313"
"S181","H314"
"S182","H294"
"S182","H314"
"S184","H162"
"S184","H172"
"S185","H94"
"S185","H136"
"S186","H128"
"S186","H185"
"S187","H129"
"S187","H188"
"S189","H246"
"S189","H281"
"S191","H188"
"S192","H162"
"S193","H269"
"S194","H269"
"S196","H254"
"S201","H183"
"S202","H184"
"S203","H186"
"S206","H189"
"S208","H73"
"S211","H194"
"S215","H73"
"S217","H306"
"S218","H300"
"S219","H201"
"S221","H162"
"S222","H208"
"S223","H288"
"S224","H220"
"S227","H27"
"S231","H140"
"S232","H140"
"S235","H93"
"S236","H93"
"S237","H185"
"S238","H185"
"S239","H226"
"S240","H226"
"S241","H224"
"S243","H94"
"S243","H136"
"S244","H94"
"S244","H136"
"S245","H135"
"S246","H135"
"S247","H229"
"S248","H196"
"S248","H230"
"S250","H286"
"S251","H166"
"S252","H162"
"S253","H27"
"S253","H162"
"S254","H190"
"S255","H190"
"S256","H242"
"S257","H200"
"S259","H85"
"S260","H235"
"S261","H27"
"S262","H248"
"S264","H241"
"S264","H250"
"S265","H251"
"S266","H252"
"S267","H253"
"S268","H247"
"S269","H247"
"S270","H260"
"S271","H261"
"S273","H191"
"S274","H268"
"S275","H207"
"S275","H266"
"S276","H291"
"S277","H209"
"S277","H243"
"S278","H209"
"S278","H243"
"S278","H304"
"S279","H270"
"S280","H271"
"S282","H273"
"S283","H85"
"S284","H85"
"S285","H276"
"S286","H277"
"S287","H212"
"S287","H278"
"S288","H293"
"S289","H318"
"S290","H279"
"S291","H280"
"S292","H289"
"S293","H290"
"S294","H185"
"S295","H185"
"S297","H296"
"S298","H299"
"S299","H300"
"S300","H315"
"S300","H316"
"S301","H315"
"S301","H316"
"S302","H301"
"S303","H302"
"S304","H304"
"S304","H307"
"S305","H291"
"S305","H303"
"S305","H308"
"S306","H267"
"S306","H268"
"S306","H309"
"S307","H310"
"S308","H311"
"S309","H312"
"S310","H156"
"S311","H156"
"S312","H317"
"S313","H318"
