"symbiont","host"
"S10","H11"
"S10","H34"
"S18","H6"
"S18","H30"
"S18","H40"
"S18","H41"
"S18","H57"
"S19","H26"
"S24","H15"
"S25","H15"
"S27","H7"
"S27","H32"
"S27","H34"
"S27","H53"
"S28","H62"
"S29","H31"
"S29","H58"
"S29","H59"
"S31","H13"
"S32","H13"
"S34","H37"
"S35","H54"
"S36","H45"
"S37","H48"
"S37","H56"
"S37","H57"
"S38","H49"
"S39","H51"
"S40","H37"
"S41","H7"
"S41","H31"
"S41","H34"
"S41","H52"
"S42","H53"
"S44","H21"
"S45","H54"
"S46","H55"
"S47","H58"
"S48","H5"
"S49","H37"
"S50","H37"
"S51","H6"
"S51","H42"
"S52","H5"
"S53","H64"
"S54","H64"
"S55","H6"
"S55","H19"
"S55","H56"
"S55","H57"
"S56","H6"
"S56","H19"
"S56","H56"
"S56","H57"
"S57","H62"
"S58","H63"
"S59","H64"
