"symbiont","host"
"S5","H4"
"S12","H38"
"S12","H44"
"S14","H4"
"S19","H31"
"S20","H13"
"S21","H4"
"S22","H4"
"S23","H39"
"S23","H43"
"S24","H45"
"S26","H46"
"S27","H31"
"S27","H50"
"S28","H17"
"S29","H29"
"S32","H4"
"S32","H35"
"S33","H38"
"S34","H31"
"S34","H50"
"S35","H30"
"S35","H50"
"S38","H25"
"S39","H36"
"S40","H27"
"S41","H30"
"S42","H31"
"S42","H50"
"S43","H26"
"S44","H26"
"S45","H42"
"S46","H32"
"S48","H4"
"S48","H34"
"S49","H35"
"S50","H23"
"S51","H49"
"S52","H38"
"S52","H40"
"S53","H49"
"S54","H50"
"S55","H41"
"S56","H42"
"S57","H46"
"S58","H45"
"S59","H43"
"S60","H3"
"S60","H44"
"S61","H39"
"S62","H39"
"S63","H43"
"S64","H45"
"S65","H46"
"S66","H43"
"S67","H43"
"S68","H49"
"S69","H50"
