"symbiont","host"
"S51","H66"
"S51","H98"
"S51","H99"
"S67","H76"
"S67","H112"
"S67","H137"
"S69","H122"
"S71","H66"
"S71","H130"
"S73","H80"
"S74","H43"
"S74","H135"
"S74","H141"
"S82","H56"
"S87","H147"
"S92","H85"
"S92","H86"
"S97","H69"
"S103","H75"
"S105","H63"
"S106","H132"
"S109","H43"
"S109","H81"
"S110","H83"
"S111","H104"
"S112","H103"
"S113","H89"
"S114","H90"
"S115","H98"
"S115","H99"
"S116","H115"
"S117","H72"
"S117","H91"
"S119","H93"
"S121","H82"
"S121","H95"
"S122","H17"
"S122","H109"
"S122","H130"
"S124","H72"
"S124","H91"
"S125","H17"
"S125","H72"
"S125","H91"
"S126","H125"
"S126","H126"
"S127","H37"
"S128","H37"
"S129","H102"
"S130","H110"
"S131","H53"
"S133","H76"
"S133","H112"
"S134","H105"
"S136","H113"
"S138","H109"
"S138","H129"
"S139","H133"
"S139","H134"
"S140","H110"
"S140","H125"
"S141","H111"
"S142","H115"
"S144","H80"
"S144","H117"
"S144","H121"
"S144","H122"
"S145","H84"
"S145","H119"
"S146","H101"
"S147","H101"
"S148","H37"
"S148","H43"
"S148","H81"
"S149","H126"
"S150","H118"
"S151","H118"
"S152","H132"
"S153","H138"
"S153","H139"
"S154","H138"
"S155","H131"
"S156","H131"
"S157","H37"
"S157","H43"
"S157","H145"
"S158","H76"
"S158","H137"
"S159","H112"
"S159","H123"
"S161","H127"
"S162","H128"
"S163","H99"
"S163","H129"
"S164","H66"
"S164","H98"
"S164","H130"
"S165","H131"
"S166","H132"
"S167","H120"
"S168","H120"
"S169","H106"
"S170","H106"
"S171","H140"
"S172","H141"
"S173","H37"
"S173","H144"
"S174","H43"
"S174","H145"
"S176","H21"
"S178","H21"
"S179","H66"
"S181","H60"
"S181","H97"
"S182","H60"
"S182","H97"
"S183","H146"
"S184","H147"
