"symbiont","host"
"S29","H34"
"S35","H20"
"S37","H32"
"S40","H34"
"S47","H88"
"S49","H84"
"S49","H85"
"S51","H46"
"S52","H47"
"S53","H48"
"S54","H86"
"S54","H90"
"S55","H49"
"S56","H66"
"S58","H33"
"S58","H52"
"S58","H77"
"S59","H33"
"S59","H52"
"S60","H42"
"S60","H74"
"S61","H50"
"S61","H75"
"S61","H76"
"S62","H51"
"S63","H53"
"S64","H54"
"S65","H20"
"S65","H55"
"S66","H56"
"S67","H57"
"S68","H58"
"S73","H63"
"S76","H68"
"S77","H52"
"S78","H69"
"S81","H74"
"S84","H52"
"S84","H72"
"S84","H77"
"S86","H79"
"S87","H80"
"S88","H82"
"S88","H83"
"S89","H81"
"S91","H68"
"S92","H86"
"S93","H87"
"S93","H91"
"S94","H52"
"S96","H88"
"S97","H89"
"S98","H57"
"S98","H90"
"S99","H91"
"S100","H11"
"S101","H11"
"S102","H94"
"S103","H95"
"S104","H96"
"S105","H97"
"S106","H71"
"S106","H92"
"S106","H98"
"S107","H99"
"S108","H100"
"S109","H93"
"S110","H93"
