"symbiont","host"
"S58","H145"
"S79","H331"
"S87","H90"
"S120","H337"
"S146","H492"
"S164","H21"
"S167","H397"
"S170","H256"
"S170","H257"
"S179","H174"
"S191","H140"
"S194","H452"
"S195","H483"
"S195","H484"
"S198","H214"
"S201","H515"
"S201","H516"
"S202","H219"
"S204","H397"
"S204","H444"
"S205","H397"
"S206","H123"
"S207","H155"
"S208","H454"
"S209","H257"
"S209","H259"
"S211","H211"
"S212","H173"
"S215","H337"
"S217","H168"
"S217","H485"
"S221","H71"
"S225","H451"
"S229","H21"
"S232","H235"
"S233","H331"
"S234","H169"
"S239","H174"
"S240","H162"
"S243","H256"
"S243","H257"
"S243","H495"
"S244","H258"
"S244","H259"
"S249","H236"
"S249","H410"
"S250","H340"
"S254","H162"
"S259","H517"
"S259","H518"
"S260","H189"
"S263","H414"
"S264","H414"
"S265","H192"
"S270","H198"
"S271","H199"
"S273","H205"
"S275","H165"
"S278","H515"
"S278","H516"
"S279","H304"
"S282","H219"
"S284","H227"
"S285","H228"
"S289","H234"
"S290","H235"
"S292","H239"
"S294","H265"
"S296","H245"
"S299","H515"
"S299","H516"
"S300","H516"
"S301","H21"
"S301","H162"
"S303","H181"
"S304","H181"
"S305","H368"
"S306","H381"
"S308","H248"
"S309","H249"
"S314","H240"
"S315","H240"
"S317","H251"
"S318","H204"
"S319","H204"
"S320","H252"
"S323","H255"
"S325","H215"
"S326","H260"
"S328","H388"
"S329","H337"
"S334","H194"
"S339","H197"
"S340","H156"
"S341","H270"
"S342","H21"
"S342","H340"
"S345","H276"
"S346","H122"
"S347","H122"
"S348","H389"
"S349","H196"
"S351","H26"
"S351","H181"
"S353","H278"
"S355","H280"
"S356","H454"
"S357","H454"
"S358","H453"
"S358","H454"
"S359","H71"
"S360","H71"
"S361","H281"
"S362","H282"
"S363","H448"
"S365","H207"
"S367","H253"
"S367","H254"
"S367","H472"
"S368","H26"
"S368","H231"
"S368","H499"
"S368","H537"
"S368","H538"
"S369","H243"
"S370","H288"
"S371","H302"
"S372","H424"
"S374","H290"
"S375","H256"
"S375","H495"
"S376","H181"
"S378","H162"
"S379","H26"
"S379","H502"
"S384","H190"
"S384","H298"
"S391","H305"
"S392","H21"
"S393","H21"
"S394","H165"
"S395","H165"
"S396","H306"
"S397","H307"
"S398","H309"
"S401","H313"
"S403","H266"
"S405","H367"
"S406","H366"
"S407","H316"
"S409","H318"
"S410","H319"
"S412","H298"
"S413","H326"
"S414","H327"
"S415","H395"
"S415","H418"
"S416","H427"
"S417","H167"
"S417","H328"
"S418","H156"
"S419","H253"
"S419","H471"
"S420","H253"
"S420","H471"
"S421","H181"
"S422","H181"
"S423","H329"
"S424","H330"
"S425","H331"
"S428","H220"
"S428","H335"
"S429","H336"
"S430","H388"
"S431","H322"
"S431","H337"
"S432","H340"
"S434","H343"
"S434","H356"
"S436","H345"
"S438","H349"
"S439","H350"
"S440","H36"
"S440","H351"
"S441","H352"
"S443","H298"
"S443","H344"
"S443","H416"
"S444","H356"
"S445","H357"
"S446","H194"
"S447","H194"
"S448","H358"
"S449","H360"
"S451","H238"
"S451","H362"
"S452","H363"
"S454","H365"
"S455","H368"
"S456","H265"
"S457","H265"
"S458","H231"
"S458","H499"
"S459","H371"
"S461","H184"
