"symbiont","host"
"S17","H10"
"S25","H15"
"S26","H15"
"S28","H10"
"S29","H10"
"S30","H34"
"S30","H60"
"S33","H31"
"S33","H32"
"S34","H31"
"S34","H46"
"S34","H71"
"S35","H31"
"S35","H32"
"S37","H22"
"S37","H24"
"S37","H25"
"S38","H22"
"S38","H24"
"S38","H25"
"S39","H19"
"S40","H37"
"S42","H55"
"S43","H38"
"S44","H28"
"S45","H28"
"S46","H7"
"S46","H53"
"S47","H41"
"S49","H7"
"S49","H31"
"S49","H46"
"S49","H70"
"S50","H34"
"S52","H10"
"S53","H10"
"S54","H52"
"S55","H52"
"S56","H53"
"S58","H39"
"S60","H19"
"S61","H32"
"S62","H32"
"S63","H14"
"S63","H17"
"S64","H14"
"S64","H17"
"S65","H43"
"S66","H43"
"S67","H58"
"S68","H60"
"S68","H61"
"S69","H41"
"S70","H41"
"S71","H58"
"S72","H68"
"S76","H17"
"S76","H40"
"S77","H67"
"S78","H66"
"S79","H66"
"S80","H68"
"S81","H69"
"S82","H67"
"S83","H67"
