"symbiont","host"
"S22","H73"
"S24","H73"
"S34","H73"
"S37","H73"
"S43","H72"
"S47","H48"
"S47","H55"
"S48","H72"
"S48","H101"
"S50","H107"
"S52","H72"
"S52","H101"
"S53","H83"
"S54","H59"
"S55","H64"
"S55","H68"
"S57","H61"
"S58","H81"
"S58","H95"
"S60","H73"
"S62","H73"
"S63","H60"
"S64","H60"
"S65","H63"
"S66","H39"
"S66","H66"
"S67","H82"
"S67","H83"
"S68","H67"
"S69","H82"
"S69","H83"
"S70","H69"
"S72","H87"
"S73","H73"
"S74","H74"
"S76","H90"
"S77","H76"
"S78","H47"
"S79","H47"
"S81","H80"
"S84","H87"
"S85","H25"
"S86","H86"
"S87","H87"
"S88","H88"
"S89","H89"
"S90","H94"
"S91","H81"
"S91","H95"
"S92","H96"
"S93","H97"
"S94","H77"
"S95","H77"
"S96","H100"
"S97","H101"
"S98","H102"
"S99","H39"
"S99","H103"
"S100","H104"
"S101","H105"
"S102","H106"
