"symbiont","host"
"S3","H8"
"S8","H66"
"S9","H9"
"S13","H27"
"S13","H62"
"S13","H67"
"S13","H68"
"S15","H8"
"S16","H8"
"S17","H9"
"S19","H9"
"S19","H41"
"S19","H55"
"S19","H63"
"S21","H9"
"S23","H25"
"S24","H25"
"S25","H5"
"S25","H62"
"S29","H22"
"S31","H22"
"S33","H25"
"S34","H26"
"S35","H55"
"S35","H62"
"S36","H62"
"S38","H22"
"S41","H30"
"S42","H36"
"S43","H71"
"S43","H72"
"S44","H35"
"S45","H53"
"S45","H54"
"S46","H22"
"S47","H8"
"S49","H36"
"S51","H38"
"S51","H69"
"S51","H70"
"S52","H9"
"S53","H9"
"S54","H63"
"S55","H63"
"S56","H9"
"S57","H9"
"S58","H41"
"S59","H42"
"S61","H23"
"S61","H46"
"S63","H50"
"S64","H46"
"S64","H54"
"S66","H56"
"S66","H57"
"S67","H22"
"S69","H58"
"S70","H53"
"S70","H59"
"S71","H43"
"S72","H43"
"S73","H60"
"S74","H61"
"S75","H44"
"S76","H44"
"S77","H49"
"S78","H49"
"S79","H42"
"S79","H62"
"S80","H55"
"S80","H63"
"S81","H23"
"S81","H65"
"S82","H23"
"S82","H64"
"S83","H65"
"S84","H38"
"S84","H66"
"S85","H42"
"S86","H42"
"S87","H69"
"S88","H69"
"S88","H70"
