"symbiont","host"
"S1","H9"
"S15","H27"
"S17","H13"
"S17","H36"
"S17","H37"
"S19","H17"
"S20","H17"
"S21","H40"
"S22","H38"
"S22","H39"
"S28","H20"
"S29","H21"
"S30","H42"
"S32","H25"
"S33","H26"
"S35","H31"
"S36","H34"
"S37","H13"
"S38","H27"
"S40","H29"
"S41","H13"
"S42","H13"
"S43","H33"
"S43","H44"
"S44","H35"
"S45","H34"
"S46","H34"
"S47","H35"
"S48","H13"
"S48","H36"
"S48","H37"
"S49","H11"
"S49","H13"
"S49","H36"
"S49","H37"
"S50","H35"
"S51","H35"
"S52","H17"
"S53","H42"
"S54","H17"
"S55","H17"
"S56","H45"
"S57","H46"
"S58","H47"
"S59","H48"
