"symbiont","host"
"S2","H18"
"S15","H42"
"S16","H19"
"S17","H57"
"S18","H21"
"S22","H30"
"S24","H57"
"S24","H58"
"S25","H57"
"S26","H34"
"S26","H38"
"S27","H39"
"S27","H55"
"S29","H27"
"S29","H49"
"S29","H59"
"S29","H60"
"S32","H23"
"S33","H23"
"S34","H23"
"S35","H42"
"S38","H44"
"S40","H51"
"S41","H46"
"S42","H52"
"S43","H23"
"S44","H23"
"S45","H49"
"S45","H54"
"S46","H32"
"S47","H11"
"S47","H32"
"S48","H60"
"S49","H59"
"S49","H61"
"S50","H27"
"S50","H62"
"S51","H63"
"S52","H20"
"S53","H20"
"S54","H53"
"S55","H11"
