"symbiont","host"
"S9","H135"
"S28","H76"
"S53","H55"
"S60","H62"
"S67","H76"
"S68","H58"
"S79","H81"
"S82","H143"
"S84","H189"
"S85","H82"
"S86","H114"
"S88","H78"
"S88","H88"
"S88","H141"
"S92","H92"
"S93","H94"
"S93","H120"
"S93","H136"
"S93","H137"
"S98","H98"
"S100","H100"
"S101","H101"
"S103","H102"
"S106","H106"
"S108","H78"
"S108","H101"
"S108","H139"
"S109","H78"
"S109","H101"
"S109","H135"
"S109","H138"
"S109","H139"
"S110","H118"
"S113","H124"
"S114","H176"
"S116","H135"
"S117","H65"
"S117","H109"
"S117","H212"
"S121","H101"
"S121","H138"
"S121","H236"
"S122","H102"
"S122","H109"
"S124","H91"
"S124","H126"
"S125","H171"
"S126","H135"
"S127","H108"
"S128","H108"
"S128","H135"
"S130","H75"
"S131","H77"
"S132","H142"
"S132","H143"
"S133","H71"
"S134","H71"
"S135","H102"
"S135","H109"
"S135","H135"
"S136","H22"
"S137","H101"
"S137","H139"
"S137","H236"
"S138","H75"
"S139","H77"
"S142","H102"
"S142","H109"
"S142","H135"
"S143","H102"
"S143","H109"
"S143","H135"
"S144","H101"
"S144","H139"
"S144","H236"
"S148","H159"
"S149","H161"
"S151","H144"
"S151","H163"
"S155","H172"
"S156","H174"
"S158","H176"
"S160","H116"
"S161","H22"
"S161","H116"
"S164","H91"
"S164","H126"
"S167","H245"
"S167","H246"
"S168","H22"
"S169","H142"
"S169","H143"
"S170","H142"
"S170","H143"
"S171","H160"
"S172","H180"
"S173","H181"
"S173","H222"
"S173","H226"
"S174","H112"
"S174","H241"
"S176","H191"
"S177","H185"
"S177","H208"
"S177","H209"
"S178","H186"
"S179","H43"
"S179","H195"
"S179","H196"
"S180","H43"
"S180","H195"
"S182","H188"
"S183","H67"
"S184","H67"
"S185","H190"
"S186","H231"
"S188","H192"
"S190","H194"
"S191","H197"
"S192","H198"
"S193","H201"
"S194","H159"
"S196","H202"
"S197","H207"
"S198","H173"
"S199","H173"
"S200","H245"
"S200","H246"
"S201","H245"
"S202","H75"
"S203","H176"
"S204","H176"
"S205","H210"
"S206","H211"
"S207","H216"
"S208","H217"
"S209","H150"
"S210","H150"
"S212","H221"
"S213","H63"
"S214","H63"
"S215","H180"
"S215","H222"
"S216","H224"
"S217","H225"
"S218","H223"
"S218","H227"
"S220","H226"
"S221","H226"
"S222","H91"
"S222","H126"
"S223","H91"
"S223","H126"
"S224","H109"
"S224","H244"
"S225","H212"
"S225","H228"
"S226","H237"
"S227","H101"
"S227","H235"
"S228","H139"
"S228","H236"
"S229","H75"
"S230","H75"
"S231","H142"
"S232","H142"
"S233","H237"
"S234","H239"
"S235","H240"
"S236","H241"
"S237","H112"
"S237","H242"
"S238","H243"
"S239","H244"
"S240","H132"
"S241","H132"
"S242","H183"
"S243","H183"
"S244","H245"
"S244","H246"
"S245","H245"
"S246","H160"
"S247","H160"
"S248","H238"
"S249","H238"
