"symbiont","host"
"S51","H39"
"S67","H49"
"S70","H120"
"S75","H120"
"S78","H60"
"S79","H61"
"S82","H62"
"S86","H66"
"S92","H120"
"S102","H80"
"S105","H84"
"S106","H85"
"S107","H86"
"S108","H88"
"S109","H120"
"S110","H89"
"S111","H89"
"S116","H121"
"S117","H120"
"S118","H94"
"S118","H144"
"S118","H145"
"S123","H108"
"S124","H98"
"S125","H76"
"S126","H99"
"S127","H100"
"S128","H113"
"S132","H144"
"S132","H145"
"S134","H104"
"S135","H105"
"S137","H88"
"S138","H88"
"S139","H112"
"S140","H113"
"S141","H109"
"S142","H109"
"S144","H52"
"S144","H117"
"S145","H133"
"S146","H120"
"S147","H121"
"S148","H116"
"S149","H116"
"S150","H134"
"S151","H122"
"S152","H123"
"S153","H124"
"S154","H125"
"S155","H128"
"S156","H129"
"S157","H130"
"S161","H143"
"S162","H132"
"S163","H133"
"S164","H134"
"S165","H32"
"S165","H135"
"S166","H32"
"S166","H135"
"S167","H96"
"S167","H138"
"S168","H139"
"S169","H142"
"S170","H143"
"S171","H146"
"S172","H147"
