"symbiont","host"
"S67","H116"
"S77","H81"
"S85","H61"
"S88","H251"
"S90","H52"
"S91","H52"
"S95","H145"
"S98","H56"
"S99","H73"
"S105","H81"
"S112","H82"
"S117","H173"
"S118","H85"
"S120","H97"
"S121","H161"
"S125","H95"
"S125","H116"
"S126","H96"
"S128","H103"
"S131","H105"
"S138","H185"
"S138","H195"
"S139","H111"
"S140","H156"
"S140","H173"
"S140","H177"
"S141","H92"
"S142","H99"
"S142","H175"
"S142","H273"
"S145","H125"
"S147","H134"
"S148","H129"
"S149","H130"
"S150","H131"
"S152","H92"
"S154","H133"
"S155","H134"
"S156","H136"
"S156","H229"
"S156","H230"
"S157","H96"
"S157","H159"
"S158","H121"
"S158","H240"
"S159","H106"
"S161","H167"
"S163","H179"
"S163","H212"
"S163","H213"
"S164","H142"
"S166","H208"
"S167","H120"
"S167","H184"
"S167","H185"
"S167","H195"
"S167","H196"
"S168","H236"
"S169","H145"
"S175","H144"
"S176","H156"
"S176","H177"
"S177","H156"
"S177","H177"
"S178","H151"
"S179","H193"
"S179","H194"
"S180","H193"
"S180","H194"
"S181","H215"
"S182","H157"
"S183","H184"
"S183","H266"
"S184","H102"
"S188","H161"
"S189","H162"
"S196","H116"
"S197","H170"
"S197","H243"
"S199","H202"
"S200","H202"
"S201","H152"
"S202","H152"
"S207","H193"
"S207","H194"
"S208","H193"
"S209","H176"
"S209","H187"
"S212","H17"
"S212","H152"
"S213","H93"
"S213","H178"
"S216","H252"
"S216","H253"
"S219","H183"
"S220","H186"
"S221","H187"
"S222","H166"
"S223","H188"
"S225","H92"
"S226","H190"
"S227","H96"
"S227","H169"
"S228","H96"
"S228","H169"
"S229","H152"
"S230","H25"
"S230","H152"
"S231","H212"
"S231","H213"
"S232","H212"
"S232","H213"
"S233","H215"
"S235","H144"
"S236","H144"
"S237","H181"
"S237","H199"
"S238","H208"
"S238","H266"
"S239","H208"
"S239","H265"
"S240","H206"
"S241","H173"
"S241","H196"
"S242","H173"
"S242","H196"
"S243","H201"
"S244","H202"
"S245","H203"
"S246","H102"
"S247","H102"
"S248","H204"
"S249","H205"
"S250","H206"
"S252","H208"
"S253","H210"
"S254","H120"
"S254","H211"
"S255","H214"
"S256","H215"
"S258","H217"
"S260","H219"
"S261","H99"
"S261","H175"
"S261","H274"
"S262","H143"
"S263","H143"
"S264","H121"
"S264","H240"
"S265","H112"
"S266","H112"
"S267","H223"
"S268","H224"
"S269","H249"
"S270","H92"
"S271","H92"
"S272","H282"
"S273","H232"
"S274","H183"
"S274","H233"
"S275","H110"
"S276","H25"
"S277","H197"
"S277","H238"
"S277","H263"
"S277","H264"
"S278","H200"
"S279","H200"
"S280","H86"
"S281","H86"
"S282","H96"
"S282","H159"
"S283","H96"
"S283","H159"
"S284","H121"
"S284","H239"
"S285","H240"
"S286","H241"
"S288","H262"
"S289","H261"
"S290","H243"
"S291","H170"
"S291","H244"
"S292","H245"
"S293","H246"
"S294","H247"
"S295","H117"
"S295","H198"
"S295","H248"
"S296","H249"
"S297","H250"
"S298","H183"
"S298","H261"
"S299","H251"
"S300","H291"
"S301","H25"
"S301","H56"
"S302","H256"
"S303","H257"
"S304","H259"
"S305","H260"
"S306","H261"
"S307","H183"
"S307","H262"
"S308","H265"
"S309","H266"
"S310","H269"
"S311","H270"
"S312","H56"
"S313","H56"
"S314","H99"
"S314","H273"
"S315","H175"
"S315","H274"
"S316","H275"
"S317","H276"
"S318","H277"
"S319","H278"
"S320","H166"
"S321","H166"
"S322","H281"
"S323","H282"
"S326","H220"
"S326","H268"
"S326","H285"
"S327","H140"
"S328","H140"
"S329","H148"
"S330","H148"
"S331","H258"
"S332","H258"
"S333","H286"
"S334","H287"
"S335","H288"
"S336","H289"
"S337","H290"
"S338","H291"
