"symbiont","host"
"S38","H160"
"S46","H160"
"S49","H258"
"S49","H259"
"S54","H49"
"S74","H85"
"S79","H92"
"S80","H93"
"S84","H103"
"S84","H105"
"S87","H128"
"S88","H277"
"S88","H278"
"S91","H105"
"S94","H278"
"S95","H196"
"S96","H112"
"S100","H105"
"S101","H264"
"S101","H265"
"S102","H118"
"S108","H153"
"S108","H160"
"S109","H105"
"S110","H114"
"S111","H114"
"S114","H105"
"S115","H128"
"S117","H130"
"S118","H124"
"S119","H124"
"S120","H124"
"S121","H138"
"S121","H140"
"S123","H141"
"S124","H142"
"S126","H201"
"S129","H148"
"S131","H149"
"S133","H102"
"S134","H138"
"S134","H140"
"S134","H155"
"S134","H171"
"S135","H156"
"S136","H196"
"S138","H147"
"S139","H123"
"S140","H160"
"S141","H196"
"S143","H164"
"S144","H104"
"S145","H165"
"S147","H104"
"S147","H167"
"S148","H105"
"S151","H173"
"S153","H219"
"S157","H179"
"S159","H188"
"S160","H126"
"S161","H126"
"S162","H169"
"S163","H169"
"S164","H189"
"S165","H105"
"S166","H192"
"S167","H193"
"S168","H195"
"S169","H153"
"S170","H153"
"S171","H198"
"S172","H198"
"S174","H200"
"S175","H235"
"S176","H234"
"S177","H201"
"S179","H203"
"S181","H269"
"S182","H205"
"S183","H206"
"S184","H105"
"S185","H208"
"S186","H49"
"S187","H160"
"S187","H175"
"S190","H213"
"S191","H49"
"S192","H123"
"S193","H123"
"S194","H259"
"S195","H258"
"S195","H259"
"S196","H218"
"S197","H194"
"S198","H147"
"S199","H147"
"S200","H219"
"S201","H220"
"S203","H105"
"S204","H105"
"S205","H227"
"S206","H228"
"S207","H229"
"S208","H230"
"S209","H83"
"S212","H102"
"S213","H102"
"S213","H260"
"S214","H83"
"S215","H83"
"S216","H235"
"S217","H236"
"S218","H139"
"S219","H139"
"S220","H217"
"S221","H49"
"S222","H237"
"S223","H238"
"S223","H258"
"S223","H259"
"S224","H190"
"S225","H49"
"S226","H94"
"S227","H94"
"S228","H215"
"S228","H243"
"S229","H216"
"S229","H244"
"S230","H219"
"S231","H219"
"S232","H160"
"S232","H175"
"S233","H49"
"S234","H247"
"S235","H196"
"S236","H196"
"S237","H194"
"S238","H194"
"S239","H257"
"S240","H262"
"S241","H162"
"S241","H263"
"S242","H267"
"S243","H266"
"S244","H267"
"S245","H184"
"S245","H191"
"S245","H256"
"S246","H184"
"S246","H191"
"S246","H256"
"S247","H272"
"S248","H273"
"S249","H224"
"S250","H224"
"S251","H239"
"S251","H240"
"S252","H239"
"S252","H240"
"S253","H276"
"S254","H279"
"S255","H280"
"S256","H270"
"S256","H271"
"S257","H270"
"S257","H271"
