"symbiont","host"
"S5","H9"
"S5","H10"
"S5","H26"
"S5","H28"
"S8","H1"
"S9","H5"
"S10","H1"
"S10","H21"
"S11","H1"
"S11","H26"
"S13","H1"
"S13","H21"
"S15","H1"
"S15","H7"
"S17","H14"
"S19","H24"
"S21","H19"
"S21","H33"
"S22","H7"
"S23","H7"
"S24","H9"
"S24","H10"
"S25","H9"
"S25","H10"
"S26","H7"
"S27","H7"
"S29","H9"
"S29","H10"
"S31","H26"
"S32","H30"
"S33","H17"
"S33","H22"
"S34","H23"
"S35","H29"
"S37","H28"
"S38","H29"
"S39","H30"
"S40","H27"
"S41","H9"
"S41","H10"
"S41","H14"
"S42","H9"
"S42","H10"
"S42","H14"
