"symbiont","host"
"S20","H77"
"S28","H72"
"S40","H19"
"S41","H19"
"S47","H26"
"S48","H26"
"S50","H28"
"S51","H70"
"S52","H70"
"S54","H78"
"S55","H35"
"S56","H38"
"S58","H40"
"S60","H42"
"S61","H43"
"S62","H58"
"S64","H23"
"S65","H23"
"S66","H55"
"S66","H56"
"S68","H75"
"S69","H58"
"S70","H58"
"S71","H78"
"S73","H50"
"S73","H62"
"S74","H36"
"S78","H44"
"S79","H44"
"S80","H50"
"S81","H50"
"S81","H77"
"S81","H78"
"S82","H36"
"S83","H78"
"S84","H72"
"S85","H33"
"S86","H34"
"S89","H57"
"S90","H58"
"S91","H65"
"S92","H49"
"S92","H52"
"S92","H59"
"S93","H60"
"S93","H67"
"S94","H69"
"S95","H70"
"S96","H68"
"S97","H32"
"S98","H32"
"S99","H32"
"S100","H71"
"S101","H72"
"S102","H68"
"S103","H68"
"S104","H46"
"S104","H73"
"S105","H74"
"S106","H75"
"S107","H76"
"S108","H34"
"S109","H34"
"S110","H71"
"S111","H71"
"S112","H71"
"S113","H33"
"S114","H33"
