"symbiont","host"
"S12","H42"
"S20","H72"
"S20","H73"
"S22","H72"
"S22","H73"
"S23","H72"
"S23","H73"
"S24","H15"
"S28","H21"
"S29","H18"
"S31","H18"
"S32","H52"
"S35","H63"
"S35","H64"
"S36","H63"
"S36","H64"
"S37","H28"
"S38","H28"
"S45","H36"
"S46","H55"
"S48","H38"
"S49","H39"
"S50","H44"
"S51","H45"
"S52","H46"
"S52","H51"
"S57","H48"
"S59","H51"
"S60","H52"
"S61","H81"
"S63","H50"
"S64","H51"
"S65","H52"
"S66","H57"
"S67","H58"
"S68","H59"
"S69","H60"
"S71","H31"
"S71","H65"
"S72","H61"
"S72","H62"
"S73","H61"
"S73","H62"
"S74","H65"
"S75","H66"
"S76","H67"
"S77","H31"
"S77","H65"
"S78","H81"
"S79","H74"
"S80","H75"
"S81","H31"
"S81","H65"
"S82","H31"
"S82","H65"
"S83","H78"
"S84","H31"
"S84","H79"
"S85","H80"
"S86","H81"
