"symbiont","host"
"S25","H63"
"S39","H44"
"S46","H54"
"S47","H41"
"S47","H44"
"S47","H50"
"S49","H90"
"S54","H83"
"S59","H58"
"S61","H83"
"S62","H41"
"S62","H44"
"S62","H50"
"S63","H50"
"S63","H87"
"S63","H88"
"S64","H50"
"S64","H87"
"S64","H88"
"S65","H83"
"S66","H58"
"S67","H44"
"S67","H50"
"S68","H44"
"S68","H50"
"S70","H63"
"S71","H43"
"S72","H63"
"S73","H41"
"S73","H44"
"S73","H50"
"S74","H41"
"S74","H44"
"S74","H50"
"S75","H64"
"S76","H66"
"S77","H67"
"S79","H71"
"S80","H43"
"S80","H72"
"S81","H73"
"S82","H75"
"S83","H69"
"S84","H74"
"S85","H74"
"S86","H43"
"S87","H68"
"S87","H77"
"S88","H65"
"S89","H65"
"S90","H69"
"S91","H69"
"S92","H78"
"S93","H79"
"S94","H76"
"S94","H80"
"S95","H81"
"S96","H82"
"S97","H85"
"S98","H86"
"S99","H43"
"S100","H43"
"S101","H69"
"S102","H69"
"S103","H93"
"S104","H94"
