164	19
164	29
164	34
164	11
164	17
164	6
164	26
164	51
164	40
164	7
164	16
164	33
164	20
164	37
164	9
164	27
164	3
164	2
164	25
164	12
164	35
164	23
164	24
164	5
164	38
164	0
164	21
164	18
164	41
164	30
164	1
164	13
164	8
164	32
164	39
164	36
164	10
164	4
164	42
164	28
164	22
164	0
165	25
165	41
165	29
165	23
165	30
165	21
165	19
165	35
165	9
165	34
165	7
165	26
165	2
165	33
165	1
165	51
165	5
165	12
165	40
165	37
165	27
165	3
165	0
165	20
165	17
165	18
165	38
165	24
165	11
165	6
165	16
165	13
165	8
165	32
165	39
165	36
165	10
165	4
165	42
165	28
165	22
165	0
166	25
166	41
166	29
166	23
166	30
166	21
166	19
166	35
166	9
166	34
166	7
166	26
166	2
166	33
166	12
166	1
166	5
166	51
166	40
166	37
166	27
166	3
166	0
166	17
166	18
166	38
166	24
166	11
166	20
166	6
166	16
166	13
166	8
166	32
166	39
166	36
166	10
166	4
166	42
166	28
166	22
166	0
167	4
167	40
167	19
167	9
167	25
167	2
167	37
167	17
167	7
167	33
167	27
167	23
167	21
167	28
167	51
167	8
167	35
167	22
167	34
168	25
168	41
168	29
168	23
168	30
168	21
168	19
168	35
168	9
168	34
168	7
168	26
168	2
168	33
168	1
168	51
168	5
168	12
168	40
168	37
168	27
168	3
168	0
168	20
168	17
168	18
168	38
168	24
168	11
168	6
168	16
168	13
168	8
168	32
168	39
168	36
168	4
168	10
168	42
168	28
168	22
168	0
169	21
169	10
169	23
169	38
169	33
169	41
169	18
169	0
169	9
169	13
169	25
169	32
169	17
169	7
169	16
169	42
169	35
169	34
169	8
169	29
169	26
169	22
169	0
