86	3
86	2
86	8
86	5
86	11
86	15
86	7
86	0
86	16
86	12
86	1
86	13
86	6
86	33
86	4
86	17
86	0
87	1
87	33
87	11
87	3
87	13
87	8
87	6
87	5
87	0
87	2
87	0
88	1
88	2
88	7
88	15
88	3
88	0
88	8
88	5
88	12
88	16
88	13
88	11
88	6
88	33
88	4
88	17
88	0
89	13
89	12
89	15
89	4
89	33
89	3
89	11
89	16
89	7
89	5
89	1
89	0
89	2
89	17
89	8
89	0
90	1
90	2
90	7
90	15
90	3
90	0
90	8
90	5
90	12
90	16
90	13
90	11
90	6
90	33
90	4
90	17
90	0
91	1
91	2
91	7
91	15
91	3
91	0
91	8
91	5
91	12
91	16
91	13
91	11
91	6
91	33
91	4
91	17
91	0
