51	52
51	53
52	54
52	55
53	56
53	57
54	58
54	59
56	60
56	61
58	62
58	63
60	64
60	65
63	66
63	67
65	68
65	69
55	70
55	71
57	72
57	73
59	74
59	75
61	76
61	77
67	1
67	78
69	2
69	79
74	80
74	3
76	81
76	4
78	5
78	6
79	7
79	8
75	82
75	83
77	84
77	85
66	86
66	87
68	88
68	89
82	90
82	9
84	91
84	10
87	11
87	92
89	12
89	93
71	13
71	14
73	15
73	16
62	17
62	18
64	19
64	20
80	21
80	22
81	23
81	24
92	94
92	95
93	96
93	97
86	25
86	26
88	27
88	28
90	98
90	29
91	99
91	30
95	31
95	32
97	33
97	34
98	35
98	36
99	37
99	38
83	39
83	40
85	41
85	42
94	43
94	44
96	45
96	46
70	47
70	48
72	49
72	50
