parasite_leaf:,host_leaf
P10,H3
P10,H4
P37,H5
P37,H13
P36,H5
P36,H12
P38,H12
P39,H13
P55,H20
P55,H23
P114,H22
P115,H22
P112,H22
P90,H21
P91,H21
P23,H10
P128,H48
P129,H49
P130,H48
P131,H49
P95,H42
P96,H40
P97,H40
P45,H16
P34,H12
P35,H13
P132,H23
P133,H23
P101,H23
P60,H23
P56,H22
P51,H21
P102,H22
P103,H22
P59,H23
P53,H11
P53,H21
P126,H10
P127,H10
P31,H4
P31,H9
P30,H4
P30,H9
P32,H12
P33,H13
P80,H34
P81,H35
P69,H29
P88,H38
P89,H39
P70,H25
P71,H25
P118,H46
P119,H47
P105,H44
P85,H36
P77,H32
P120,H46
P121,H47
P107,H44
P87,H36
P79,H32
P42,H6
P42,H15
P122,H46
P123,H47
P134,H44
P135,H44
P124,H46
P125,H47
P111,H44
P83,H33
P83,H36
P75,H32
P72,H30
P73,H31
P47,H19
