parasite_leaf:,host_leaf
P110,H44
P111,H45
P115,H17
P115,H45
P114,H45
P112,H17
P112,H44
P109,H17
P109,H45
P108,H44
P41,H13
P41,H17
P136,H44
P137,H44
P107,H45
P104,H44
P105,H45
P27,H16
P69,H22
P69,H30
P140,H56
P141,H57
P123,H48
P142,H56
P143,H57
P125,H48
P144,H30
P145,H30
P130,H52
P131,H53
P78,H32
P79,H33
P80,H32
P81,H33
P76,H32
P77,H33
P118,H46
P119,H47
P120,H46
P121,H47
P154,H47
P155,H47
P116,H46
P102,H42
P103,H43
P150,H58
P151,H59
P61,H27
P47,H21
P63,H20
P63,H27
P152,H58
P153,H59
P49,H21
P38,H11
P39,H11
P126,H50
P127,H51
P132,H36
P132,H54
P133,H55
P35,H14
P35,H19
P82,H34
P83,H35
P98,H39
P98,H40
P99,H41
P93,H38
P17,H7
P17,H11
P148,H58
P149,H59
P59,H27
P45,H21
P43,H14
P43,H19
P146,H19
P147,H19
P128,H37
P128,H50
P129,H51
P134,H54
P135,H55
P84,H34
P85,H35
P138,H41
P139,H41
P100,H40
P95,H38
