parasite_leaf:,host_leaf
P88,H6
P89,H6
P18,H6
P124,H68
P125,H69
P86,H24
P87,H24
P31,H25
P120,H66
P121,H67
P122,H66
P123,H67
P128,H71
P129,H71
P126,H70
P140,H74
P141,H75
P142,H74
P143,H75
P138,H74
P139,H75
P65,H45
P49,H36
P47,H34
P108,H60
P109,H61
P95,H55
P110,H60
P111,H61
P114,H55
P115,H55
P104,H60
P105,H61
P91,H55
P82,H52
P83,H53
P57,H40
P72,H46
P72,H49
P73,H48
P69,H47
P85,H41
P85,H53
P84,H52
P59,H27
P59,H40
P146,H78
P147,H79
P75,H48
P71,H26
P71,H47
P61,H38
P61,H42
P132,H72
P133,H73
P51,H39
P102,H55
P103,H55
P150,H61
P151,H61
P106,H60
P54,H28
P53,H29
P53,H39
P134,H72
P135,H73
P63,H42
P39,H28
P118,H64
P119,H65
P148,H80
P149,H81
P145,H77
P43,H31
P130,H62
P131,H62
P136,H63
P137,H63
P100,H58
P101,H59
P45,H32
P15,H12
