parasite_leaf:,host_leaf
P104,H59
P105,H59
P84,H58
P86,H60
P87,H61
P23,H21
P31,H12
P31,H24
P162,H82
P163,H83
P46,H17
P46,H28
P94,H53
P95,H53
P76,H52
P134,H66
P135,H66
P109,H67
P82,H56
P83,H57
P81,H54
P182,H90
P183,H91
P168,H86
P169,H87
P170,H86
P171,H87
P166,H86
P167,H87
P52,H35
P52,H38
P53,H39
P66,H9
P66,H34
P67,H34
P55,H35
P55,H39
P152,H72
P153,H72
P164,H84
P165,H85
P161,H81
P122,H38
P122,H73
P156,H72
P157,H72
P186,H72
P187,H72
P45,H34
P188,H51
P189,H51
P127,H51
P142,H50
P143,H50
P190,H21
P191,H21
P28,H12
P28,H25
P78,H24
P79,H24
P144,H48
P144,H75
P145,H75
P128,H74
P130,H74
P131,H75
P178,H88
P179,H89
P180,H31
P181,H31
P172,H31
P151,H31
P184,H65
P185,H65
P132,H65
P106,H64
P138,H76
P139,H76
P137,H77
P177,H60
P176,H70
P154,H70
P112,H68
P113,H69
P57,H36
P57,H40
P96,H37
P96,H62
P97,H63
P115,H41
P115,H69
P146,H68
P147,H68
P59,H40
P98,H62
P99,H63
P174,H63
P175,H63
P124,H63
P100,H62
P70,H22
P70,H32
P71,H32
P159,H33
P159,H78
P158,H78
P149,H79
P116,H23
P117,H23
