parasite_leaf:,host_leaf
P8,H3
P8,H4
P102,H50
P103,H51
P116,H54
P117,H55
P89,H43
P148,H62
P149,H63
P101,H49
P93,H44
P47,H21
P52,H24
P53,H25
P49,H23
P122,H56
P123,H57
P61,H13
P61,H30
P112,H52
P113,H53
P62,H6
P62,H9
P63,H9
P35,H15
P35,H17
P45,H16
P45,H21
P70,H20
P70,H36
P99,H45
P99,H49
P146,H62
P147,H63
P91,H44
P31,H12
P31,H14
P110,H52
P111,H53
P59,H30
P118,H47
P119,H47
P94,H46
P124,H41
P125,H41
P97,H40
P97,H47
P96,H46
P85,H33
P85,H41
P142,H32
P143,H32
P55,H27
P144,H34
P145,H34
P140,H34
P132,H34
P114,H34
P67,H35
P135,H44
P134,H28
P131,H28
P138,H58
P138,H60
P139,H61
P129,H59
P79,H38
P86,H38
P87,H38
P80,H19
P80,H39
P41,H18
P120,H18
P121,H18
P51,H18
P42,H4
P42,H19
P136,H60
P137,H61
P127,H59
P77,H38
P39,H18
P106,H50
P107,H51
P108,H50
P109,H51
P104,H50
P105,H51
