parasite_leaf:,host_leaf
P132,H38
P133,H38
P111,H39
P112,H38
P113,H39
P63,H25
P61,H16
P41,H5
P41,H19
P42,H5
P42,H18
P43,H19
P6,H3
P6,H5
P32,H13
P32,H14
P33,H13
P33,H15
P100,H34
P101,H35
P85,H28
P85,H33
P94,H29
P95,H29
P54,H15
P55,H15
P78,H14
P78,H30
P79,H31
P81,H14
P81,H31
P80,H30
P102,H32
P102,H34
P103,H35
P108,H36
P109,H37
P104,H29
P105,H29
P56,H10
P56,H23
P57,H23
P124,H44
P125,H45
P37,H13
P37,H14
P76,H30
P77,H31
P31,H15
P98,H34
P99,H35
P106,H36
P107,H37
P69,H29
P49,H10
P49,H23
P128,H44
P129,H45
P130,H44
P131,H45
P126,H44
P127,H45
P118,H40
P119,H41
P120,H40
P121,H41
P116,H40
P117,H41
P122,H42
P123,H43
P65,H26
P45,H20
P59,H7
P59,H16
P58,H16
P53,H16
P50,H1
P50,H2
P92,H2
P93,H2
P21,H2
