parasite_leaf:,host_leaf
P45,H15
P45,H30
P44,H30
P122,H41
P123,H41
P66,H41
P48,H40
P94,H47
P94,H56
P95,H56
P83,H57
P157,H8
P157,H43
P156,H46
P133,H46
P148,H80
P149,H81
P152,H84
P153,H85
P93,H62
P73,H52
P104,H60
P105,H60
P91,H61
P130,H74
P131,H75
P126,H72
P127,H73
P166,H72
P167,H72
P176,H73
P177,H73
P62,H28
P62,H39
P100,H66
P101,H67
P103,H39
P103,H67
P102,H39
P102,H66
P29,H29
P19,H19
P54,H10
P54,H17
P86,H17
P86,H54
P87,H54
P142,H55
P143,H55
P111,H17
P111,H55
P98,H17
P98,H54
P174,H54
P175,H54
P147,H54
P77,H55
P84,H17
P84,H55
P85,H55
P74,H54
P50,H42
P51,H43
P68,H37
P69,H37
P150,H82
P151,H83
P119,H70
P27,H27
P33,H22
P33,H24
P188,H92
P189,H93
P163,H86
P190,H92
P191,H93
P165,H86
P178,H90
P179,H91
P180,H90
P181,H91
P182,H90
P183,H91
P155,H46
P193,H87
P193,H93
P192,H92
P194,H92
P195,H93
P161,H86
P144,H32
P144,H34
P145,H34
P39,H35
P168,H88
P169,H89
P186,H88
P187,H88
P171,H89
P124,H13
P124,H21
P125,H21
P20,H20
P96,H64
P97,H65
P120,H12
P120,H58
P121,H58
P134,H68
P135,H68
P116,H68
P113,H69
P114,H68
P115,H69
