parasite_leaf:,host_leaf
P7,H1
P7,H2
P45,H1
P45,H2
P124,H80
P125,H81
P10,H1
P10,H2
P11,H1
P11,H2
P66,H46
P67,H47
P140,H90
P141,H91
P133,H86
P107,H71
P142,H90
P143,H91
P135,H86
P109,H71
P71,H46
P112,H74
P113,H75
P91,H64
P96,H66
P97,H67
P83,H58
P146,H61
P147,H61
P150,H94
P151,H95
P149,H92
P50,H28
P51,H28
P110,H72
P111,H73
P138,H88
P139,H89
P73,H50
P55,H37
P114,H76
P115,H77
P65,H44
P136,H85
P137,H85
P130,H84
P53,H34
P120,H69
P120,H78
P121,H79
P103,H68
P122,H78
P123,H79
P105,H68
P118,H78
P119,H79
P101,H68
P47,H30
P40,H4
P40,H6
P92,H42
P92,H55
P93,H55
P78,H54
P61,H43
P20,H9
P20,H10
P127,H33
P127,H38
P126,H38
P116,H38
P89,H38
P57,H39
P58,H40
P59,H41
P17,H11
P75,H43
P74,H49
P68,H48
P144,H83
P145,H83
P128,H82
P77,H53
P34,H8
P34,H23
P35,H8
P35,H22
