parasite_leaf:,host_leaf
P14,H2
P14,H5
P77,H18
P77,H23
P76,H23
P36,H22
P88,H50
P89,H51
P90,H50
P91,H51
P57,H32
P74,H44
P75,H45
P63,H38
P82,H46
P83,H46
P79,H47
P33,H20
P96,H17
P97,H17
P34,H10
P34,H12
P43,H12
P43,H25
P72,H42
P73,H43
P67,H40
P70,H42
P71,H43
P65,H40
P41,H25
P85,H32
P84,H13
P38,H13
P39,H13
P26,H10
P26,H13
P50,H30
P51,H31
P52,H14
P52,H30
P53,H31
P92,H49
P93,H49
P86,H48
P94,H52
P95,H53
P16,H6
P16,H9
P17,H9
P11,H3
P11,H7
P98,H28
P99,H28
P80,H28
P54,H28
P49,H29
P45,H26
