parasite_leaf:,host_leaf
P7,H3
P7,H5
P46,H27
P46,H30
P47,H31
P73,H26
P73,H43
P200,H84
P201,H85
P202,H84
P203,H85
P166,H76
P167,H77
P208,H76
P209,H76
P169,H77
P49,H31
P93,H26
P93,H42
P198,H84
P199,H85
P75,H43
P174,H78
P175,H79
P139,H66
P103,H51
P176,H78
P177,H79
P141,H66
P105,H51
P128,H62
P129,H63
P119,H56
P186,H74
P187,H74
P161,H75
P196,H75
P197,H75
P162,H74
P224,H92
P225,H93
P226,H92
P227,H93
P222,H92
P223,H93
P220,H92
P221,H93
P123,H59
P96,H46
P97,H47
P130,H19
P130,H39
P131,H39
P65,H35
P65,H40
P77,H35
P77,H41
P212,H88
P213,H89
P181,H80
P145,H70
P214,H88
P215,H89
P183,H80
P147,H70
P216,H88
P217,H89
P185,H80
P149,H70
P67,H40
P55,H34
P126,H48
P127,H48
P218,H90
P219,H91
P132,H64
P133,H65
P107,H52
P120,H21
P120,H29
P121,H29
P52,H21
P52,H28
P109,H28
P109,H52
P134,H64
P135,H65
P70,H21
P70,H29
P71,H29
P192,H82
P193,H83
P113,H55
P194,H82
P195,H83
P115,H55
P156,H72
P157,H73
P188,H72
P189,H72
P159,H73
P85,H17
P85,H45
P150,H72
P151,H73
P87,H45
P153,H44
P153,H73
P152,H72
P89,H45
P164,H73
P165,H73
P154,H72
P91,H45
P204,H86
P205,H87
P206,H86
P207,H87
P210,H68
P211,H68
P143,H69
P125,H60
P101,H7
P101,H8
P100,H8
P26,H7
P26,H8
P40,H2
P40,H6
P41,H6
