parasite_leaf:,host_leaf
P78,H36
P79,H37
P80,H31
P80,H36
P81,H37
P67,H30
P65,H28
P146,H47
P147,H59
P100,H46
P142,H66
P143,H66
P141,H67
P121,H61
P154,H72
P155,H73
P145,H68
P125,H46
P119,H59
P136,H10
P136,H64
P137,H65
P138,H64
P139,H65
P13,H4
P13,H6
P62,H5
P62,H12
P63,H12
P103,H5
P103,H12
P102,H12
P94,H5
P94,H12
P98,H12
P99,H12
P27,H13
P166,H75
P167,H75
P156,H74
P87,H40
P164,H74
P165,H74
P159,H75
P160,H74
P161,H75
P89,H40
P162,H70
P163,H70
P153,H71
P93,H44
P126,H62
P127,H63
P168,H76
P169,H77
P35,H8
P35,H16
P70,H17
P70,H33
P128,H62
P129,H63
P170,H76
P171,H77
P116,H56
P117,H57
P111,H52
P109,H51
P22,H7
P22,H11
P85,H7
P85,H10
P134,H64
P135,H65
P132,H64
P133,H65
P130,H64
P131,H65
P48,H19
P49,H19
P51,H2
P51,H9
P50,H15
P50,H19
P40,H19
P105,H15
P105,H18
P104,H18
P96,H18
P74,H18
P90,H42
P91,H43
P148,H35
P149,H35
P57,H25
P106,H48
P107,H49
P11,H3
P11,H5
P19,H2
P19,H9
P18,H2
P18,H8
