104	13
105	13
106	13
107	14
108	20
108	46
109	5
110	5
111	5
112	5
113	17
114	18
114	19
115	17
116	17
117	17
118	5
119	24
120	24
121	11
122	12
123	11
124	11
125	12
126	4
126	2
127	3
128	3
129	3
130	3
131	3
132	3
133	0
133	46
133	4
133	20
133	21
133	2
133	0
134	3
135	2
135	20
136	3
137	3
138	3
139	4
139	2
140	4
140	2
141	5
142	5
143	3
144	3
145	13
146	13
147	6
148	6
149	6
150	9
151	10
152	10
153	9
154	9
155	2
155	20
156	2
156	20
157	12
158	12
159	5
160	5
161	3
162	2
162	20
163	2
163	20
164	17
165	17
166	15
167	16
168	15
169	16
170	15
171	16
172	7
173	8
174	7
175	8
176	7
177	8
178	18
179	19
180	18
181	19
182	18
183	19
184	18
185	19
186	18
187	19
188	18
189	19
190	18
191	19
192	18
193	19
194	18
195	19
196	0
196	46
196	4
196	20
196	21
196	2
197	0
198	0
198	46
198	4
198	20
198	21
198	2
199	0
200	0
200	46
200	4
200	20
200	21
200	2
201	0
