parasite_leaf:,host_leaf
P18,H8
P18,H10
P19,H8
P19,H11
P1184,H47
P1185,H21
P926,H72
P895,H73
P639,H44
P607,H39
P945,H55
P944,H68
P767,H69
P912,H20
P913,H50
P612,H59
P1100,H45
P1101,H45
P1055,H71
P938,H71
P832,H48
P832,H70
P855,H65
P854,H68
P924,H44
P925,H40
P874,H59
P875,H59
P884,H72
P885,H73
P712,H61
P712,H66
P713,H67
P734,H40
P735,H64
P1068,H76
P1069,H77
P1070,H76
P1071,H77
P820,H70
P821,H71
P390,H47
P316,H46
P826,H48
P826,H70
P827,H71
P675,H21
P842,H52
P843,H34
P1043,H37
P1042,H49
P748,H67
P749,H67
P704,H66
P1058,H76
P1059,H77
P706,H66
P707,H67
P1060,H76
P1061,H77
P629,H56
P628,H37
P740,H47
P741,H34
P622,H5
P622,H36
P623,H36
P75,H15
P75,H24
P958,H74
P959,H75
P1160,H75
P1161,H55
P960,H74
P992,H32
P993,H39
P449,H24
P1080,H29
P1080,H40
P1081,H36
P788,H40
P680,H64
P681,H65
P1032,H56
P1033,H50
P1124,H56
P1125,H57
P461,H57
P403,H52
P365,H50
P836,H63
P837,H42
P982,H63
P983,H57
P650,H62
P429,H55
P1049,H45
P1048,H66
P872,H42
P169,H32
P207,H5
P207,H37
P206,H36
P648,H62
P649,H63
P427,H55
P283,H42
P497,H26
P497,H59
P1000,H73
P1001,H44
P892,H72
P599,H17
P888,H72
P889,H73
P890,H72
P891,H73
P1172,H59
P1173,H69
P641,H49
P416,H44
P307,H45
P447,H20
P446,H40
P668,H62
P669,H63
P714,H66
P715,H67
P530,H56
P457,H57
P399,H52
P723,H55
P722,H50
P609,H57
P180,H32
P911,H72
P910,H57
P1188,H20
P1189,H20
P450,H56
P393,H52
P353,H50
P778,H63
P779,H63
P652,H62
P435,H55
P602,H42
P603,H42
P1026,H64
P1027,H64
P1044,H65
P1045,H34
P928,H66
P929,H69
P717,H67
P595,H52
P987,H55
P986,H32
P452,H56
P453,H57
P395,H52
P355,H50
P1036,H57
P1037,H17
P907,H70
P454,H53
P454,H56
P1155,H57
P1154,H37
P1096,H52
P798,H33
P798,H50
P980,H69
P981,H34
P643,H52
P167,H32
P777,H21
P776,H44
P747,H59
P313,H45
P1019,H57
P1018,H69
P998,H40
P558,H40
P1106,H32
P1107,H17
P940,H46
P329,H47
P752,H68
P753,H69
P966,H46
P967,H57
P617,H39
P976,H47
P977,H32
P868,H47
P880,H72
P881,H73
P485,H59
P72,H15
P72,H25
P1118,H77
P1119,H77
P1178,H76
P1179,H76
P568,H20
P314,H24
P1038,H52
P1039,H52
P562,H59
P886,H72
P887,H73
P300,H40
P803,H24
P802,H17
P996,H44
P997,H66
P303,H45
P991,H47
P990,H62
P840,H62
P647,H63
P421,H55
P277,H42
P77,H8
P77,H11
P67,H19
P67,H23
P577,H33
P577,H50
P809,H24
P808,H20
P645,H52
P175,H20
P106,H3
P106,H7
P238,H18
P238,H20
P949,H59
P948,H30
P774,H30
P733,H30
P474,H44
P475,H49
P311,H45
P384,H40
P385,H50
P708,H66
P709,H67
P1062,H76
P1063,H77
P508,H18
P508,H21
P509,H39
P950,H74
P951,H75
P1136,H68
P1137,H39
P751,H69
P1093,H44
P1092,H39
P796,H46
P797,H17
P625,H52
P378,H46
P478,H47
P479,H40
P1181,H45
P1180,H42
P728,H46
P1072,H76
P1073,H77
P930,H47
P863,H42
P250,H35
P250,H38
P251,H35
P251,H39
P1122,H68
P1123,H68
